C-BS-I;C-BS-O;2.876003
C-BS-I;C-CS1-I;3.427032
C-BS-I;C-CS1-O;3.425085
C-BS-I;C-CS2-I;7.801280
C-BS-I;C-CS2-O;6.721744
C-BS-I;C-DS-I;6.682416
C-BS-I;C-DS-O;6.673851
C-BS-I;C-RS1-I;6.337574
C-BS-I;C-RS1-O;5.595602
C-BS-I;C-RS2-I;4.279928
C-BS-I;C-RS2-O;0.429100
C-BS-I;M-BS-I;8.466348
C-BS-I;M-BS-O;9.966928
C-BS-I;M-CS1-I;5.433687
C-BS-I;M-CS1-O;5.639017
C-BS-I;M-CS2-I;6.706246
C-BS-I;M-CS2-O;4.348491
C-BS-I;M-DS-I;8.001991
C-BS-I;M-DS-O;8.953743
C-BS-I;M-RS1-I;4.730286
C-BS-I;M-RS1-O;3.219847
C-BS-I;M-RS2-I;8.244910
C-BS-I;M-RS2-O;8.490102
C-BS-O;C-BS-I;2.876003
C-BS-O;C-CS1-I;4.928118
C-BS-O;C-CS1-O;4.926170
C-BS-O;C-CS2-I;8.749926
C-BS-O;C-CS2-O;8.222829
C-BS-O;C-DS-I;7.094818
C-BS-O;C-DS-O;7.086253
C-BS-O;C-RS1-I;7.838659
C-BS-O;C-RS1-O;7.096687
C-BS-O;C-RS2-I;5.781013
C-BS-O;C-RS2-O;2.898562
C-BS-O;M-BS-I;9.967432
C-BS-O;M-BS-O;11.468014
C-BS-O;M-CS1-I;6.934772
C-BS-O;M-CS1-O;7.140102
C-BS-O;M-CS2-I;7.118648
C-BS-O;M-CS2-O;5.849577
C-BS-O;M-DS-I;8.950637
C-BS-O;M-DS-O;9.423164
C-BS-O;M-RS1-I;6.231371
C-BS-O;M-RS1-O;4.720933
C-BS-O;M-RS2-I;9.745995
C-BS-O;M-RS2-O;9.991186
C-CS1-I;C-BS-I;3.427032
C-CS1-I;C-BS-O;4.928118
C-CS1-I;C-CS1-O;3.260362
C-CS1-I;C-CS2-I;4.815733
C-CS1-I;C-CS2-O;3.709077
C-CS1-I;C-DS-I;4.851435
C-CS1-I;C-DS-O;5.968028
C-CS1-I;C-RS1-I;3.324907
C-CS1-I;C-RS1-O;2.582935
C-CS1-I;C-RS2-I;3.238597
C-CS1-I;C-RS2-O;3.449592
C-CS1-I;M-BS-I;5.453680
C-CS1-I;M-BS-O;6.954261
C-CS1-I;M-CS1-I;2.421020
C-CS1-I;M-CS1-O;3.261461
C-CS1-I;M-CS2-I;4.816369
C-CS1-I;M-CS2-O;3.307160
C-CS1-I;M-DS-I;5.016444
C-CS1-I;M-DS-O;5.968196
C-CS1-I;M-RS1-I;3.341247
C-CS1-I;M-RS1-O;0.567076
C-CS1-I;M-RS2-I;5.232243
C-CS1-I;M-RS2-O;5.477434
C-CS1-O;C-BS-I;3.425085
C-CS1-O;C-BS-O;4.926170
C-CS1-O;C-CS1-I;3.260362
C-CS1-O;C-CS2-I;5.656850
C-CS1-O;C-CS2-O;4.550194
C-CS1-O;C-DS-I;5.692552
C-CS1-O;C-DS-O;6.809144
C-CS1-O;C-RS1-I;4.166024
C-CS1-O;C-RS1-O;3.424052
