C-BS-I;C-BS-O;3.912144
C-BS-I;C-CS1-I;12.972192
C-BS-I;C-CS1-O;12.926911
C-BS-I;C-CS2-I;8.680464
C-BS-I;C-CS2-O;7.208894
C-BS-I;C-DS-I;7.525726
C-BS-I;C-DS-O;8.131487
C-BS-I;C-RS1-I;13.684261
C-BS-I;C-RS1-O;12.140970
C-BS-I;C-RS2-I;4.808300
C-BS-I;C-RS2-O;4.151064
C-BS-I;M-BS-I;11.832633
C-BS-I;M-BS-O;12.075659
C-BS-I;M-CS1-I;6.903424
C-BS-I;M-CS1-O;5.441129
C-BS-I;M-CS2-I;8.637572
C-BS-I;M-CS2-O;10.731938
C-BS-I;M-DS-I;9.715544
C-BS-I;M-DS-O;10.101760
C-BS-I;M-RS1-I;3.977552
C-BS-I;M-RS1-O;6.797132
C-BS-I;M-RS2-I;9.628682
C-BS-I;M-RS2-O;12.351097
C-BS-O;C-BS-I;3.912143
C-BS-O;C-CS1-I;11.055053
C-BS-O;C-CS1-O;11.009772
C-BS-O;C-CS2-I;6.772198
C-BS-O;C-CS2-O;4.894420
C-BS-O;C-DS-I;5.211252
C-BS-O;C-DS-O;5.817013
C-BS-O;C-RS1-I;12.254157
C-BS-O;C-RS1-O;10.223831
C-BS-O;C-RS2-I;3.388885
C-BS-O;C-RS2-O;1.836589
C-BS-O;M-BS-I;10.413218
C-BS-O;M-BS-O;10.656243
C-BS-O;M-CS1-I;5.503560
C-BS-O;M-CS1-O;4.056561
C-BS-O;M-CS2-I;6.810011
C-BS-O;M-CS2-O;8.417465
C-BS-O;M-DS-I;7.401070
C-BS-O;M-DS-O;7.787286
C-BS-O;M-RS1-I;2.592984
C-BS-O;M-RS1-O;4.754384
C-BS-O;M-RS2-I;8.209268
C-BS-O;M-RS2-O;10.861074
C-CS1-I;C-BS-I;12.972192
C-CS1-I;C-BS-O;11.055053
C-CS1-I;C-CS1-O;2.917712
C-CS1-I;C-CS2-I;5.686773
C-CS1-I;C-CS2-O;7.326602
C-CS1-I;C-DS-I;6.300800
C-CS1-I;C-DS-O;5.952187
C-CS1-I;C-RS1-I;2.917353
C-CS1-I;C-RS1-O;3.580760
C-CS1-I;C-RS2-I;9.163452
C-CS1-I;C-RS2-O;9.820066
C-CS1-I;M-BS-I;7.086118
C-CS1-I;M-BS-O;5.483326
C-CS1-I;M-CS1-I;9.928245
C-CS1-I;M-CS1-O;9.918992
C-CS1-I;M-CS2-I;5.724586
C-CS1-I;M-CS2-O;3.786804
C-CS1-I;M-DS-I;4.042670
C-CS1-I;M-DS-O;3.987316
C-CS1-I;M-RS1-I;11.167677
C-CS1-I;M-RS1-O;9.206244
C-CS1-I;M-RS2-I;6.769892
C-CS1-I;M-RS2-O;4.275880
C-CS1-O;C-BS-I;12.926912
C-CS1-O;C-BS-O;11.009773
C-CS1-O;C-CS1-I;2.917712
C-CS1-O;C-CS2-I;5.641494
C-CS1-O;C-CS2-O;7.281323
C-CS1-O;C-DS-I;6.255520
C-CS1-O;C-DS-O;6.673985
C-CS1-O;C-RS1-I;1.583800
