C-BS-I;C-BS-O;2.222936
C-BS-I;C-CS1-I;5.808836
C-BS-I;C-CS1-O;7.196317
C-BS-I;C-CS2-I;10.634357
C-BS-I;C-CS2-O;13.054346
C-BS-I;C-DS-I;7.171445
C-BS-I;C-DS-O;6.878916
C-BS-I;C-RS1-I;9.036963
C-BS-I;C-RS1-O;11.755959
C-BS-I;C-RS2-I;4.020001
C-BS-I;C-RS2-O;3.359059
C-BS-I;M-BS-I;12.398623
C-BS-I;M-BS-O;10.621149
C-BS-I;M-CS1-I;8.922594
C-BS-I;M-CS1-O;8.506397
C-BS-I;M-CS2-I;2.013111
C-BS-I;M-CS2-O;1.844976
C-BS-I;M-DS-I;8.599731
C-BS-I;M-DS-O;9.585533
C-BS-I;M-RS1-I;3.643567
C-BS-I;M-RS1-O;3.451019
C-BS-I;M-RS2-I;9.204374
C-BS-I;M-RS2-O;9.404704
C-BS-O;C-BS-I;2.222937
C-BS-O;C-CS1-I;4.039282
C-BS-O;C-CS1-O;6.827639
C-BS-O;C-CS2-I;8.864805
C-BS-O;C-CS2-O;11.284794
C-BS-O;C-DS-I;6.802767
C-BS-O;C-DS-O;6.510238
C-BS-O;C-RS1-I;7.267409
C-BS-O;C-RS1-O;9.986406
C-BS-O;C-RS2-I;2.101839
C-BS-O;C-RS2-O;1.589507
C-BS-O;M-BS-I;10.629071
C-BS-O;M-BS-O;8.851597
C-BS-O;M-CS1-I;7.153040
C-BS-O;M-CS1-O;7.521243
C-BS-O;M-CS2-I;1.305107
C-BS-O;M-CS2-O;3.750870
C-BS-O;M-DS-I;7.614577
C-BS-O;M-DS-O;9.092434
C-BS-O;M-RS1-I;1.874014
C-BS-O;M-RS1-O;2.420740
C-BS-O;M-RS2-I;7.434820
C-BS-O;M-RS2-O;7.635151
C-CS1-I;C-BS-I;5.808836
C-CS1-I;C-BS-O;4.039282
C-CS1-I;C-CS1-O;4.989519
C-CS1-I;C-CS2-I;7.076741
C-CS1-I;C-CS2-O;9.496729
C-CS1-I;C-DS-I;4.964647
C-CS1-I;C-DS-O;4.771167
C-CS1-I;C-RS1-I;5.479346
C-CS1-I;C-RS1-O;8.198341
C-CS1-I;C-RS2-I;3.889201
C-CS1-I;C-RS2-O;2.745141
C-CS1-I;M-BS-I;8.841006
C-CS1-I;M-BS-O;7.063533
C-CS1-I;M-CS1-I;5.364976
C-CS1-I;M-CS1-O;5.733179
C-CS1-I;M-CS2-I;4.033044
C-CS1-I;M-CS2-O;5.703820
C-CS1-I;M-DS-I;5.826513
C-CS1-I;M-DS-O;7.304370
C-CS1-I;M-RS1-I;2.378353
C-CS1-I;M-RS1-O;4.913590
C-CS1-I;M-RS2-I;5.646757
C-CS1-I;M-RS2-O;5.847087
C-CS1-O;C-BS-I;7.196317
C-CS1-O;C-BS-O;6.827639
C-CS1-O;C-CS1-I;4.989519
C-CS1-O;C-CS2-I;7.242470
C-CS1-O;C-CS2-O;6.880262
C-CS1-O;C-DS-I;0.306371
C-CS1-O;C-DS-O;3.100273
C-CS1-O;C-RS1-I;5.781131
C-CS1-O;C-RS1-O;6.139035
C-CS1-O;C-RS2-I;5.930868
C-CS1-O;C-RS2-O;6.196351
C-CS1-O;M-BS-I;8.335952
C-CS1-O;M-BS-O;7.365319
C-CS1-O;M-CS1-I;5.666762
C-CS1-O;M-CS1-O;1.522722
C-CS1-O;M-CS2-I;6.082126
C-CS1-O;M-CS2-O;5.638861
C-CS1-O;M-DS-I;1.616056
C-CS1-O;M-DS-O;3.093912
C-CS1-O;M-RS1-I;5.829563
C-CS1-O;M-RS1-O;4.848631
C-CS1-O;M-RS2-I;5.948542
C-CS1-O;M-RS2-O;6.148873
C-CS2-I;C-BS-I;10.634358
C-CS2-I;C-BS-O;8.864805
C-CS2-I;C-CS1-I;7.076741
C-CS2-I;C-CS1-O;7.242470
C-CS2-I;C-CS2-O;2.531412
C-CS2-I;C-DS-I;7.336199
C-CS2-I;C-DS-O;8.358357
C-CS2-I;C-RS1-I;1.822374
C-CS2-I;C-RS1-O;1.545587
C-CS2-I;C-RS2-I;7.305181
C-CS2-I;C-RS2-O;7.570664
C-CS2-I;M-BS-I;1.875689
C-CS2-I;M-BS-O;1.243173
C-CS2-I;M-CS1-I;4.070109
C-CS2-I;M-CS1-O;5.979172
C-CS2-I;M-CS2-I;8.858567
C-CS2-I;M-CS2-O;11.304330
C-CS2-I;M-DS-I;5.945571
C-CS2-I;M-DS-O;5.657295
C-CS2-I;M-RS1-I;7.203876
C-CS2-I;M-RS1-O;9.974200
C-CS2-I;M-RS2-I;2.638495
C-CS2-I;M-RS2-O;1.537128
C-CS2-O;C-BS-I;13.054347
C-CS2-O;C-BS-O;11.284794
C-CS2-O;C-CS1-I;9.496729
C-CS2-O;C-CS1-O;6.880260
C-CS2-O;C-CS2-I;2.531412
C-CS2-O;C-DS-I;6.973989
C-CS2-O;C-DS-O;7.996150
C-CS2-O;C-RS1-I;4.242362
C-CS2-O;C-RS1-O;3.965576
C-CS2-O;C-RS2-I;9.725168
C-CS2-O;C-RS2-O;9.990653
C-CS2-O;M-BS-I;1.698632
C-CS2-O;M-BS-O;3.663162
C-CS2-O;M-CS1-I;5.631773
C-CS2-O;M-CS1-O;5.616962
C-CS2-O;M-CS2-I;11.278556
C-CS2-O;M-CS2-O;12.306479
C-CS2-O;M-DS-I;5.583362
C-CS2-O;M-DS-O;5.295086
C-CS2-O;M-RS1-I;9.623865
C-CS2-O;M-RS1-O;11.516250
C-CS2-O;M-RS2-I;5.058484
C-CS2-O;M-RS2-O;3.957116
C-DS-I;C-BS-I;7.171445
C-DS-I;C-BS-O;6.802767
C-DS-I;C-CS1-I;4.964647
C-DS-I;C-CS1-O;0.306371
C-DS-I;C-CS2-I;7.336199
C-DS-I;C-CS2-O;6.973991
C-DS-I;C-DS-O;3.194002
C-DS-I;C-RS1-I;5.874860
C-DS-I;C-RS1-O;6.232764
C-DS-I;C-RS2-I;6.024598
C-DS-I;C-RS2-O;6.290081
C-DS-I;M-BS-I;8.429681
C-DS-I;M-BS-O;7.459048
C-DS-I;M-CS1-I;5.760491
C-DS-I;M-CS1-O;1.616451
C-DS-I;M-CS2-I;6.057254
C-DS-I;M-CS2-O;5.613989
C-DS-I;M-DS-I;1.709785
C-DS-I;M-DS-O;3.187641
C-DS-I;M-RS1-I;5.923293
C-DS-I;M-RS1-O;4.823759
C-DS-I;M-RS2-I;6.042271
C-DS-I;M-RS2-O;6.242602
C-DS-O;C-BS-I;6.878917
C-DS-O;C-BS-O;6.510238
C-DS-O;C-CS1-I;4.771167
C-DS-O;C-CS1-O;3.100273
C-DS-O;C-CS2-I;8.358358
C-DS-O;C-CS2-O;7.996150
C-DS-O;C-DS-I;3.194002
C-DS-O;C-RS1-I;7.389433
C-DS-O;C-RS1-O;7.254923
C-DS-O;C-RS2-I;7.539171
C-DS-O;C-RS2-O;6.456198
C-DS-O;M-BS-I;9.451839
C-DS-O;M-BS-O;8.973619
C-DS-O;M-CS1-I;7.275064
C-DS-O;M-CS1-O;3.131024
C-DS-O;M-CS2-I;5.764725
C-DS-O;M-CS2-O;5.321460
C-DS-O;M-DS-I;3.224358
C-DS-O;M-DS-O;2.727809
C-DS-O;M-RS1-I;6.089410
C-DS-O;M-RS1-O;4.531230
C-DS-O;M-RS2-I;7.556844
C-DS-O;M-RS2-O;7.757174
C-RS1-I;C-BS-I;9.036963
C-RS1-I;C-BS-O;7.267409
C-RS1-I;C-CS1-I;5.479345
C-RS1-I;C-CS1-O;5.781131
C-RS1-I;C-CS2-I;1.822374
C-RS1-I;C-CS2-O;4.242362
C-RS1-I;C-DS-I;5.874860
C-RS1-I;C-DS-O;7.389433
C-RS1-I;C-RS1-O;2.943975
C-RS1-I;C-RS2-I;5.707786
C-RS1-I;C-RS2-O;5.973268
C-RS1-I;M-BS-I;3.586640
C-RS1-I;M-BS-O;1.809166
C-RS1-I;M-CS1-I;2.472714
C-RS1-I;M-CS1-O;5.811882
C-RS1-I;M-CS2-I;7.261171
C-RS1-I;M-CS2-O;9.706934
C-RS1-I;M-DS-I;5.905216
C-RS1-I;M-DS-O;6.139725
C-RS1-I;M-RS1-I;5.606480
C-RS1-I;M-RS1-O;8.376804
C-RS1-I;M-RS2-I;3.204488
C-RS1-I;M-RS2-O;0.592721
C-RS1-O;C-BS-I;11.755960
C-RS1-O;C-BS-O;9.986406
C-RS1-O;C-CS1-I;8.198342
C-RS1-O;C-CS1-O;6.139034
C-RS1-O;C-CS2-I;1.545587
C-RS1-O;C-CS2-O;3.965576
C-RS1-O;C-DS-I;6.232763
C-RS1-O;C-DS-O;7.254923
C-RS1-O;C-RS1-I;2.943975
C-RS1-O;C-RS2-I;8.426782
C-RS1-O;C-RS2-O;8.692266
C-RS1-O;M-BS-I;3.309853
C-RS1-O;M-BS-O;2.364774
C-RS1-O;M-CS1-I;4.890547
C-RS1-O;M-CS1-O;4.875736
C-RS1-O;M-CS2-I;9.980168
C-RS1-O;M-CS2-O;11.565253
C-RS1-O;M-DS-I;4.842135
C-RS1-O;M-DS-O;4.553859
C-RS1-O;M-RS1-I;8.325478
C-RS1-O;M-RS1-O;10.775023
C-RS1-O;M-RS2-I;3.760096
C-RS1-O;M-RS2-O;2.658728
C-RS2-I;C-BS-I;4.020002
C-RS2-I;C-BS-O;2.101839
C-RS2-I;C-CS1-I;3.889200
C-RS2-I;C-CS1-O;5.930868
C-RS2-I;C-CS2-I;7.305181
C-RS2-I;C-CS2-O;9.725169
C-RS2-I;C-DS-I;6.024597
C-RS2-I;C-DS-O;7.539171
C-RS2-I;C-RS1-I;5.707786
C-RS2-I;C-RS1-O;8.426782
C-RS2-I;C-RS2-O;2.960013
C-RS2-I;M-BS-I;9.069447
C-RS2-I;M-BS-O;7.291973
C-RS2-I;M-CS1-I;5.593416
C-RS2-I;M-CS1-O;5.961619
C-RS2-I;M-CS2-I;2.675614
C-RS2-I;M-CS2-O;5.121377
C-RS2-I;M-DS-I;6.054954
C-RS2-I;M-DS-O;7.532810
C-RS2-I;M-RS1-I;3.244521
C-RS2-I;M-RS1-O;3.791248
C-RS2-I;M-RS2-I;5.875196
C-RS2-I;M-RS2-O;6.075527
C-RS2-O;C-BS-I;3.359059
C-RS2-O;C-BS-O;1.589507
C-RS2-O;C-CS1-I;2.745141
C-RS2-O;C-CS1-O;6.196351
C-RS2-O;C-CS2-I;7.570663
C-RS2-O;C-CS2-O;9.990652
C-RS2-O;C-DS-I;6.290080
C-RS2-O;C-DS-O;6.456197
C-RS2-O;C-RS1-I;5.973269
C-RS2-O;C-RS1-O;8.692265
C-RS2-O;C-RS2-I;2.960013
C-RS2-O;M-BS-I;9.334929
C-RS2-O;M-BS-O;7.557456
C-RS2-O;M-CS1-I;5.858899
C-RS2-O;M-CS1-O;6.227102
C-RS2-O;M-CS2-I;1.583268
C-RS2-O;M-CS2-O;4.029030
C-RS2-O;M-DS-I;6.320436
C-RS2-O;M-DS-O;7.798293
C-RS2-O;M-RS1-I;0.579873
C-RS2-O;M-RS1-O;2.698901
C-RS2-O;M-RS2-I;6.140679
C-RS2-O;M-RS2-O;6.341010
M-BS-I;C-BS-I;12.398623
